id,eventId,minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
2248227623,14,2,7,Valladolid,56.1,28.6,1,Pass,Successful,402185,70.5,69
2248227627,15,2,9,Valladolid,69.6,69.2,1,BallTouch,Unsuccessful,141533,,
2248227611,35,2,10,Barcelona,19.8,31.6,1,BallRecovery,Successful,2,,
2248227625,36,2,11,Barcelona,20,31.6,1,Pass,Successful,2,4.7,44.2
2248227641,37,2,12,Barcelona,5.1,41.8,1,Pass,Successful,1,24.6,35.5
2248227657,38,2,15,Barcelona,19,34.5,1,Pass,Successful,8,10.2,14.3
2248227659,39,2,18,Barcelona,8.7,11.9,1,Pass,Unsuccessful,28,33.3,31.5
2248227673,16,2,19,Valladolid,58.5,73.8,1,BallRecovery,Successful,279711,,
2248227685,17,2,20,Valladolid,58.5,73.8,1,Pass,Successful,279711,65.1,88.2
2248227695,18,2,22,Valladolid,65.1,88.2,1,Pass,Successful,121544,67.7,53.9
2248227701,19,2,23,Valladolid,66.8,54,1,Pass,Successful,106868,72.2,39.2
2248227727,20,2,27,Valladolid,71.6,42.3,1,Foul,Successful,382939,,
2248227743,40,2,27,Barcelona,28.4,57.7,1,Foul,Unsuccessful,15,,
2248228547,24,4,20,Valladolid,69.4,39.1,1,MissedShots,Successful,279711,,
2248228613,44,4,29,Barcelona,3.7,44.9,1,Pass,Successful,1,19,64.8
2248228635,45,4,31,Barcelona,19.6,65.2,1,Pass,Successful,15,19.6,48.5
2248228663,46,4,33,Barcelona,22.8,47.3,1,Pass,Successful,4,25.7,21.5
2248228689,47,4,37,Barcelona,28.9,24,1,Pass,Successful,28,27.5,42.7
2248228703,48,4,40,Barcelona,28.6,44.5,1,Pass,Successful,4,32.4,85.7
2248228717,49,4,43,Barcelona,33.3,86.6,1,Pass,Successful,21,27.9,70.9
2248228731,50,4,45,Barcelona,27.9,70.9,1,Pass,Successful,15,31.9,44.2
2248228747,51,4,48,Barcelona,41.1,40.9,1,Pass,Successful,4,42.5,10.9
2248228753,52,4,52,Barcelona,44.7,9.4,1,Pass,Successful,28,36.3,27.6
2248228771,53,4,53,Barcelona,35.2,29.5,1,Pass,Successful,4,44.8,30.6
2248228797,54,4,55,Barcelona,44.6,30.6,1,Pass,Successful,8,63.8,18.5
2248228819,55,4,59,Barcelona,73.2,19.8,1,Pass,Successful,10,89,12.9
2248228825,56,5,0,Barcelona,90,13.1,1,Pass,Unsuccessful,2,90,18.9
2248228815,25,5,1,Valladolid,11.8,81.6,1,BallTouch,Successful,121544,,
2248228843,26,5,3,Valladolid,1.6,51.2,1,Claim,Successful,91254,,
2248228903,27,5,14,Valladolid,12.9,45.7,1,Pass,Successful,91254,24.3,7.7
2248228913,28,5,17,Valladolid,24.3,7.4,1,Pass,Successful,121734,35.2,7.9
2248228931,29,5,18,Valladolid,32.4,11.2,1,Pass,Successful,369557,39.7,32.2
2248228935,30,5,20,Valladolid,39.7,32.2,1,Pass,Successful,106868,35.8,46
2248228945,31,5,21,Valladolid,35,48.5,1,Pass,Successful,279711,38.9,91.2
2248228957,32,5,24,Valladolid,38.9,91.7,1,Pass,Unsuccessful,121544,41.5,93.3
2248228955,57,5,24,Barcelona,58.3,7.4,1,BlockedPass,Successful,2,,
2248229095,34,5,42,Valladolid,52.1,100,1,Pass,Successful,121544,62.2,93.9
2248229105,35,5,45,Valladolid,62.2,93.9,1,Pass,Successful,141533,53.9,97.4
2248229129,36,5,48,Valladolid,53.9,97.4,1,Pass,Successful,121544,47.3,90.8
2248229159,37,5,49,Valladolid,46.9,90.3,1,Pass,Successful,279711,47.1,17.5
2248229169,38,5,53,Valladolid,67.8,9.1,1,Pass,Successful,121734,68.7,3.5
2248229177,39,5,57,Valladolid,70.4,18.7,1,Pass,Unsuccessful,369557,77.8,18.1
2248229187,59,5,58,Barcelona,21.5,73.2,1,Interception,Successful,18,,
2248229197,60,5,59,Barcelona,22.4,70.6,1,BallTouch,Successful,15,,
2248229211,61,6,0,Barcelona,14.8,54.8,1,BallRecovery,Successful,8,,
2248229227,62,6,1,Barcelona,14.6,55.1,1,Pass,Successful,8,12.9,75.1
2248229251,63,6,2,Barcelona,12.9,75,1,Pass,Successful,18,32.5,65.8
2248229259,64,6,4,Barcelona,32.5,65.8,1,Pass,Unsuccessful,21,33.4,39.7
2248229269,40,6,5,Valladolid,59,66.8,1,Interception,Successful,121544,,
2248229307,65,6,6,Barcelona,32.6,59.3,1,Pass,Unsuccessful,16,70.3,16.8
2248229319,41,6,10,Valladolid,26.5,89.6,1,BallRecovery,Successful,362276,,
2248229349,42,6,11,Valladolid,19.1,95.6,1,Pass,Successful,362276,31.4,98.3
2248229359,43,6,14,Valladolid,32.3,96.8,1,Pass,Successful,121544,37.5,68.7
2248229397,44,6,18,Valladolid,38.3,83.4,1,Pass,Successful,106868,48.1,92.4
2248229459,45,6,25,Valladolid,76.1,73.8,1,Pass,Successful,121544,91.2,76.2
2248229463,46,6,28,Valladolid,91.2,76.2,1,SavedShot,Successful,402185,,
2248229433,67,6,28,Barcelona,1.6,44.3,1,Save,Successful,1,,
2248229431,66,6,28,Barcelona,3.5,43.4,1,KeeperPickup,Successful,1,,
2248229485,68,6,31,Barcelona,12.9,54.6,1,Pass,Successful,1,30.5,61.2
2248229495,69,6,34,Barcelona,37.8,48.7,1,Pass,Successful,21,55.1,17.9
2248229527,70,6,37,Barcelona,56.9,23.7,1,Pass,Successful,10,69.5,23.1
2248229539,71,6,42,Barcelona,82.4,17.9,1,Pass,Successful,16,77.7,35.5
2248229553,72,6,43,Barcelona,77.7,35.4,1,Pass,Successful,10,76.5,58.7
2248229569,73,6,45,Barcelona,76.7,58.7,1,Pass,Successful,21,80.4,49.3
2248229573,74,6,46,Barcelona,80.3,49.3,1,MissedShots,Successful,10,,
2248229909,48,7,27,Valladolid,4.4,46.4,1,Pass,Unsuccessful,91254,67.3,16
2248229889,76,7,30,Barcelona,33.8,80.4,1,Aerial,Successful,21,,
2248229917,49,7,30,Valladolid,66.2,19.6,1,Aerial,Unsuccessful,402185,,
2248229901,77,7,31,Barcelona,34.6,76.6,1,Pass,Unsuccessful,21,55.8,66.4
2248229991,79,7,41,Barcelona,56.3,71.9,1,Foul,Successful,,,
2248229995,51,7,41,Valladolid,43.7,28.1,1,Foul,Unsuccessful,279711,,
2248230143,80,8,2,Barcelona,58.1,62.1,1,Pass,Successful,21,52,52.5
2248230151,81,8,4,Barcelona,52.5,49.9,1,Pass,Successful,4,56.5,30.3
2248230165,82,8,7,Barcelona,57.4,29.4,1,Pass,Successful,8,67.2,28.5
2248230169,83,8,8,Barcelona,64.4,29.1,1,Pass,Successful,10,59.4,39.1
2248230203,84,8,9,Barcelona,60.1,37.6,1,Pass,Successful,8,45.5,45.1
2248230239,85,8,12,Barcelona,45,47.8,1,Pass,Successful,4,54.5,18.5
2248230255,86,8,15,Barcelona,54.1,16.5,1,Pass,Successful,10,56.2,3.1
2248230289,87,8,17,Barcelona,55.5,5.5,1,Pass,Successful,28,40.7,34.3
2248230319,88,8,20,Barcelona,39.5,35.7,1,Pass,Successful,4,38.7,64.8
2248230335,89,8,23,Barcelona,37.7,66.6,1,Pass,Successful,15,35.2,49.4
2248230377,90,8,25,Barcelona,36.4,48.4,1,Pass,Successful,4,42.2,36.1
2248230409,91,8,30,Barcelona,45.4,31.3,1,Pass,Successful,8,50.8,7.6
2248230415,92,8,34,Barcelona,53.3,8.9,1,Pass,Successful,28,57.2,20.7
2248230441,93,8,35,Barcelona,56.7,22.7,1,Pass,Successful,21,42,22.8
2248230451,94,8,39,Barcelona,45.1,25.5,1,Pass,Successful,8,58,3.8
2248230465,95,8,42,Barcelona,58.7,7.7,1,Pass,Successful,2,62.6,17.9
2248230479,96,8,44,Barcelona,64.9,13.8,1,Pass,Successful,21,64.9,3.4
2248230493,97,8,46,Barcelona,66.3,7.4,1,Pass,Successful,10,81.7,3.7
2248230499,98,8,47,Barcelona,82.8,4.4,1,Pass,Successful,21,92.2,10
2248230507,99,8,50,Barcelona,92.6,13.4,1,Pass,Successful,2,80.8,23.1
2248230525,100,8,51,Barcelona,81.6,25.2,1,Pass,Successful,21,76.5,30.1
2248230539,101,8,53,Barcelona,77.8,31.6,1,Pass,Successful,10,88.8,56.9
2248230541,102,8,55,Barcelona,88.5,57,1,BallTouch,Unsuccessful,16,,
2248247015,363,8,57,Valladolid,0,0,1,KeeperSweeper,Successful,91254,,
2248230585,52,8,58,Valladolid,9.5,38.3,1,BallTouch,Successful,91254,,
2248230967,61,9,0,Valladolid,10.1,46.2,1,Pass,Successful,365371,9,16.1
2248230595,53,9,1,Valladolid,14.8,6.5,1,BallRecovery,Successful,121734,,
2248230603,54,9,1,Valladolid,14.8,6.5,1,Pass,Successful,121734,21.6,13
2248230613,55,9,2,Valladolid,21.6,13,1,Pass,Successful,369557,42.1,23.8
2248230633,56,9,4,Valladolid,42.1,23.8,1,Pass,Successful,382939,35.9,35.8
2248230663,57,9,8,Valladolid,34.1,41.5,1,Pass,Successful,106868,57.1,71.1
2248230685,58,9,10,Valladolid,61.5,70.8,1,Pass,Successful,141533,90.2,22.3
2248230687,59,9,13,Valladolid,91.4,21.2,1,BallTouch,Unsuccessful,369557,,
2248230821,104,9,27,Barcelona,2.3,52.7,1,Pass,Successful,1,59.3,93.8
2248230835,105,9,30,Barcelona,62.9,91.1,1,Pass,Successful,18,57.6,75.7
2248230843,106,9,31,Barcelona,57.7,75.6,1,Pass,Successful,21,58.8,61.1
2248230871,107,9,33,Barcelona,59.2,64.3,1,Pass,Successful,10,72.3,66.1
2248230901,108,9,36,Barcelona,80.5,70.2,1,Pass,Successful,16,85.4,83.6
2248230929,109,9,40,Barcelona,86.6,84.7,1,Pass,Successful,18,77.1,72.6
2248230957,110,9,44,Barcelona,74.5,64.5,1,Pass,Successful,21,71,34.6
2248230995,111,9,46,Barcelona,68.7,31.5,1,Pass,Successful,28,82,12.2
2248231031,112,9,53,Barcelona,91.2,15.8,1,Pass,Successful,2,70.7,20.1
2248231039,113,9,57,Barcelona,74.5,30.7,1,Pass,Successful,28,73.4,50.1
2248231065,114,9,59,Barcelona,74,50,1,Pass,Successful,21,66.6,78.4
2248231097,115,10,1,Barcelona,66.7,78.5,1,Pass,Successful,15,75.9,93.6
2248231107,116,10,3,Barcelona,76.3,92.6,1,Pass,Successful,18,79.4,79.4
2248231117,117,10,5,Barcelona,79.4,79.6,1,Pass,Successful,16,72.9,86.3
2248231127,118,10,6,Barcelona,73,86.2,1,Pass,Unsuccessful,18,83.1,73.5
2248231157,63,10,8,Valladolid,30.5,23,1,BallRecovery,Successful,365371,,
2248231171,62,10,9,Valladolid,19.1,26.5,1,Clearance,Successful,365371,37,29.2
2248231181,119,10,11,Barcelona,68.9,68.4,1,Pass,Successful,18,60.8,59.1
2248231201,120,10,13,Barcelona,59.2,59,1,BallRecovery,Successful,8,,
2248231223,121,10,13,Barcelona,59,59,1,Pass,Successful,8,47.9,31.9
2248231249,122,10,16,Barcelona,47.5,29.8,1,Pass,Successful,28,69.7,3.8
2248231281,123,10,20,Barcelona,70.6,3.5,1,Pass,Successful,2,49.9,8.2
2248231301,124,10,23,Barcelona,48,8.2,1,Pass,Successful,28,55.7,24.9
2248231313,125,10,26,Barcelona,54.4,38.5,1,Pass,Successful,8,62.6,36.3
2248231323,126,10,30,Barcelona,63.8,30.6,1,Pass,Successful,21,61.6,39.5
2248231339,127,10,32,Barcelona,63,37.4,1,Pass,Successful,8,55.5,42.1
2248231361,128,10,34,Barcelona,55,43.3,1,Pass,Successful,4,58.4,65.4
2248231371,129,10,36,Barcelona,59.8,72.4,1,Pass,Successful,15,78.6,88.3
2248231375,130,10,38,Barcelona,78.9,82.3,1,Pass,Successful,18,93.2,81.4
2248231383,131,10,40,Barcelona,93.6,81.5,1,Pass,Successful,16,89.1,72
2248231485,132,10,42,Barcelona,93.8,69.4,1,BallTouch,Unsuccessful,18,,
2248231427,64,10,44,Valladolid,1.7,35.5,1,BallTouch,Unsuccessful,106868,,
2248231553,67,10,47,Valladolid,3.1,22.4,1,CornerAwarded,Unsuccessful,106868,,
2248231565,133,10,47,Barcelona,96.9,77.6,1,CornerAwarded,Successful,18,,
2248231571,134,11,6,Barcelona,99.5,99.5,1,Pass,Successful,16,91.5,91.8
2248231579,135,11,8,Barcelona,91.6,91.4,1,Pass,Successful,10,85.8,84.8
2248231843,136,11,9,Barcelona,85.8,84.8,1,Pass,Successful,16,72.8,87.8
2248231841,137,11,11,Barcelona,73.1,88.1,1,Pass,Unsuccessful,18,100,78.8
2248231847,69,11,46,Valladolid,5.1,41.9,1,Pass,Unsuccessful,91254,64.1,20.2
2248231851,139,11,50,Barcelona,36.8,78.6,1,Aerial,Successful,21,,
2248231871,140,11,51,Barcelona,38.2,80.8,1,Pass,Unsuccessful,21,70.5,86.2
2248231891,70,11,52,Valladolid,64.1,20.2,1,Aerial,Unsuccessful,402185,,
2248231903,71,11,54,Valladolid,31.6,15.7,1,Pass,Successful,365371,8.1,41.3
2248231915,72,11,57,Valladolid,7.9,41.3,1,Pass,Successful,91254,19.4,4.7
2248231925,73,12,1,Valladolid,20.9,2.8,1,Pass,Unsuccessful,365371,55.4,26
2248231947,141,12,3,Barcelona,44.6,74.1,1,Pass,Successful,15,63.9,68.1
2248231977,142,12,4,Barcelona,63.9,67.9,1,Pass,Unsuccessful,21,76.5,61.7
2248231973,74,12,7,Valladolid,21.4,32.5,1,Pass,Successful,362276,7.6,41.2
2248231983,75,12,9,Valladolid,7.6,41.2,1,Pass,Unsuccessful,91254,67.7,39.5
2248231987,143,12,13,Barcelona,31.4,59.4,1,Aerial,Successful,4,,
2248231989,144,12,14,Barcelona,30.1,59.7,1,Pass,Successful,4,43.5,67.8
2248231999,76,12,14,Valladolid,67.7,39.5,1,Aerial,Unsuccessful,402185,,
2248232003,145,12,14,Barcelona,43.9,67.8,1,BallRecovery,Successful,21,,
2248232017,146,12,15,Barcelona,44.1,67.8,1,Pass,Successful,21,35.6,56.1
2248232031,147,12,16,Barcelona,35.9,56.7,1,Pass,Successful,8,30.4,71.5
2248232037,148,12,17,Barcelona,30.2,71.8,1,Pass,Successful,18,12,52.1
2248232049,149,12,20,Barcelona,11.4,45.4,1,Pass,Successful,1,32.3,5.9
2248232063,150,12,25,Barcelona,36.5,5,1,Pass,Unsuccessful,28,93.1,21.9
2248232121,78,12,31,Valladolid,11,77.3,1,KeeperPickup,Successful,91254,,
2248232133,79,12,31,Valladolid,11,77.3,1,Pass,Successful,91254,26.1,77
2248232151,80,12,34,Valladolid,26.1,77,1,Pass,Successful,362276,35.5,84.6
2248232157,81,12,44,Valladolid,35.2,84.3,1,Pass,Successful,279711,30.3,73.5
2248232141,82,12,45,Valladolid,30.3,73.5,1,Pass,Successful,362276,39.1,96.6
2248232165,83,12,46,Valladolid,39.1,96.6,1,Pass,Unsuccessful,121544,53.3,95
2248232167,151,12,47,Barcelona,45,2.9,1,Interception,Successful,28,,
2248232175,152,12,49,Barcelona,53.9,3.4,1,BallRecovery,Successful,2,,
2248232177,153,12,50,Barcelona,53.8,3.7,1,Pass,Successful,2,59.2,19.1
2248232181,154,12,51,Barcelona,55.8,17.4,1,Pass,Unsuccessful,10,60.5,8.3
2248232221,84,12,51,Valladolid,41.9,87.9,1,BallRecovery,Successful,121544,,
2248232229,85,12,51,Valladolid,41.9,87.9,1,Pass,Successful,121544,31,73.8
2248232245,86,12,52,Valladolid,32.3,71.1,1,Pass,Successful,362276,48.5,5.5
2248232263,87,12,58,Valladolid,57.1,5.6,1,Pass,Successful,121734,51.6,11.8
2248232291,88,13,0,Valladolid,51.6,11.8,1,Pass,Successful,141533,46.9,25.6
2248232313,89,13,2,Valladolid,46.9,25.6,1,Pass,Successful,279711,55.8,18.7
2248232319,90,13,3,Valladolid,53.6,21.8,1,Pass,Successful,141533,36.2,30.5
2248232325,91,13,6,Valladolid,36.2,30.5,1,Pass,Successful,365371,44,14.3
2248232335,92,13,8,Valladolid,44,14.3,1,Pass,Successful,279711,61,3.1
2248232351,93,13,9,Valladolid,61,3.1,1,Pass,Successful,121734,44.7,3.8
2248232363,94,13,11,Valladolid,42.1,10.3,1,Pass,Successful,279711,46.7,34.9
2248232375,95,13,14,Valladolid,47.8,38.2,1,Pass,Successful,106868,43.5,76.7
2248232387,96,13,17,Valladolid,44.3,77.1,1,Pass,Successful,362276,59.1,84.6
2248232399,97,13,19,Valladolid,59.1,84.6,1,Pass,Successful,369557,48.8,95.1
2248232419,98,13,21,Valladolid,48.8,95.1,1,Pass,Successful,121544,32.9,81.8
2248232459,99,13,25,Valladolid,28,78.5,1,Pass,Successful,362276,9.7,49
2248232465,100,13,27,Valladolid,13.7,43.7,1,Pass,Unsuccessful,91254,73.4,20.9
2248232477,155,13,32,Barcelona,31.9,65.5,1,Pass,Successful,15,39.9,63
2248232499,156,13,33,Barcelona,37.3,62,1,BallRecovery,Successful,21,,
2248232501,157,13,33,Barcelona,36,57.3,1,Pass,Successful,21,29.3,51.8
2248232521,158,13,35,Barcelona,29.9,52.1,1,Pass,Successful,4,24.2,82.3
2248232561,159,13,40,Barcelona,25.4,93.2,1,Pass,Successful,18,13.6,86.2
2248232577,160,13,42,Barcelona,10.3,88.6,1,Pass,Successful,15,7.3,54.9
2248232613,161,13,46,Barcelona,9.3,46.3,1,Pass,Successful,1,14.4,8.9
2248232619,162,13,52,Barcelona,10.7,14.6,1,Pass,Successful,28,2.7,33.9
2248232683,163,13,55,Barcelona,2.7,29.4,1,Pass,Unsuccessful,1,68.7,3.8
2248232737,101,14,1,Valladolid,39.8,90.2,1,BallRecovery,Successful,362276,,
2248232747,102,14,7,Valladolid,40.7,68.3,1,Pass,Successful,362276,51.9,40.3
2248232745,103,14,11,Valladolid,42.3,31.6,1,Pass,Successful,369557,47.4,5.5
2248232753,104,14,18,Valladolid,68.7,28.9,1,Pass,Unsuccessful,121734,74.6,20.9
2248232787,164,14,19,Barcelona,27.7,77.5,1,Interception,Successful,18,,
2248232801,165,14,20,Barcelona,18.8,71.2,1,BallRecovery,Successful,15,,
2248232809,166,14,22,Barcelona,19.3,77.8,1,Pass,Successful,15,37.7,64.8
2248232831,167,14,25,Barcelona,38.4,64.8,1,Pass,Successful,21,32.5,63.1
2248232847,168,14,27,Barcelona,43.3,54.3,1,Pass,Successful,16,57.7,65.7
2248232855,169,14,30,Barcelona,63.4,71.1,1,Pass,Successful,10,78.3,80.5
2248232877,170,14,34,Barcelona,87.6,69.1,1,Pass,Successful,9,96.4,70.3
2248232881,171,14,38,Barcelona,93.2,71.2,1,Pass,Unsuccessful,21,75.4,53.6
2248232907,105,14,40,Valladolid,22.9,38.8,1,Pass,Successful,369557,22.2,21.2
2248232925,106,14,41,Valladolid,22.2,21.2,1,BallRecovery,Successful,121734,,
2248232957,107,14,42,Valladolid,21.5,22.6,1,Pass,Successful,121734,28.4,17.9
2248232961,108,14,46,Valladolid,36.6,24.8,1,Pass,Successful,106868,47,45.8
2248232963,109,14,48,Valladolid,48.4,48.2,1,Pass,Successful,369557,64.4,79.7
2248232967,110,14,52,Valladolid,66.6,78,1,Dispossessed,Successful,402185,,
2248233131,172,14,52,Barcelona,33.4,22,1,Tackle,Successful,28,,
2248233001,173,14,53,Barcelona,33.9,17.4,1,BallRecovery,Successful,28,,
2248233035,174,14,54,Barcelona,34.3,1.7,1,Clearance,Successful,28,47,3.7
2248233067,111,14,56,Valladolid,55.6,97.1,1,BallRecovery,Successful,141533,,
2248233079,112,14,59,Valladolid,55.2,91.2,1,Pass,Successful,141533,54.4,71.1
2248233087,113,15,1,Valladolid,54.4,70.2,1,Pass,Successful,279711,52.9,58.5
2248233119,114,15,5,Valladolid,53.3,55.8,1,Pass,Successful,106868,56.2,75.3
2248233107,115,15,7,Valladolid,56.2,75.3,1,Pass,Successful,279711,61.4,85.7
2248233097,116,15,8,Valladolid,61.9,85.8,1,Pass,Successful,141533,70.7,80.6
2248233143,117,15,9,Valladolid,70.7,80.6,1,Pass,Successful,369557,65.9,87.8
2248233145,118,15,10,Valladolid,65.9,87.8,1,Pass,Successful,141533,60.1,78.9
2248233303,119,15,14,Valladolid,63.1,74.9,1,Pass,Successful,279711,74.3,12.2
2248233311,120,15,18,Valladolid,74.5,8.6,1,BallTouch,Unsuccessful,121734,,
2248233349,176,15,41,Barcelona,26.7,100,1,Pass,Successful,18,16.7,89.7
2248233353,177,15,44,Barcelona,16.2,88.3,1,Pass,Successful,21,3.4,88.6
2248233359,178,15,45,Barcelona,3.5,88.6,1,Pass,Successful,15,3,56.6
2248233369,179,15,51,Barcelona,3.6,52.7,1,Pass,Successful,1,39.1,1.9
2248233403,180,15,52,Barcelona,40.2,2.8,1,TakeOn,Unsuccessful,2,,
2248233413,122,15,52,Valladolid,59.8,97.2,1,Tackle,Successful,121544,,
2248233433,182,15,57,Barcelona,37,0,1,Pass,Successful,2,18.8,7.4
2248233445,183,15,59,Barcelona,21.5,12.3,1,Pass,Successful,28,21.4,36
2248233467,184,16,1,Barcelona,24.7,38.5,1,Pass,Successful,4,25.6,77.2
2248233475,185,16,4,Barcelona,25.5,77.2,1,Pass,Successful,15,44.8,92.9
2248233491,186,16,8,Barcelona,56.5,87.8,1,Pass,Successful,18,57.4,77.8
2248233495,187,16,10,Barcelona,56.3,82.1,1,Dispossessed,Successful,16,,
2248233511,124,16,10,Valladolid,43.7,17.9,1,Tackle,Successful,141533,,
2248233517,125,16,13,Valladolid,58.7,17.2,1,BallRecovery,Successful,141533,,
2248233537,126,16,15,Valladolid,60.3,23.2,1,BallTouch,Unsuccessful,141533,,
2248233589,188,16,16,Barcelona,34.1,72.6,1,BallRecovery,Successful,15,,
2248233609,189,16,17,Barcelona,41.2,69.1,1,Pass,Successful,15,44.5,11.7
2248233649,190,16,19,Barcelona,54.9,10.4,1,Pass,Successful,2,63.2,5.9
2248233671,191,16,26,Barcelona,72.1,35.7,1,Pass,Successful,10,63.8,38.5
2248233695,192,16,29,Barcelona,70.5,43.4,1,Pass,Successful,8,75.2,68.8
2248233707,193,16,33,Barcelona,74.6,70.8,1,Pass,Successful,21,73.8,53.6
2248233709,194,16,36,Barcelona,70.7,51.8,1,Pass,Successful,8,63.3,24.6
2248233723,195,16,40,Barcelona,63.5,24.6,1,Pass,Successful,28,70,31.6
2248233739,196,16,41,Barcelona,69.9,31.6,1,Pass,Successful,8,60.7,27
2248233757,197,16,42,Barcelona,60.7,27,1,Pass,Successful,28,55.3,48.4
2248233811,198,16,44,Barcelona,55.3,48.4,1,Pass,Successful,4,68.1,44.8
2248233829,199,16,46,Barcelona,63.6,41.2,1,Pass,Successful,21,62.8,17.7
2248233845,200,16,48,Barcelona,63.1,17.7,1,Pass,Successful,28,75,3.4
2248233855,201,16,53,Barcelona,76,5,1,Pass,Successful,2,78.8,14.7
2248233865,202,16,55,Barcelona,75.7,9.2,1,Pass,Successful,21,68.8,22.5
2248233887,203,16,56,Barcelona,67.4,23.4,1,Pass,Successful,8,71.3,33.9
2248233921,204,16,57,Barcelona,71.5,33.1,1,Pass,Unsuccessful,10,83.1,20.7
2248233923,127,17,0,Valladolid,29,76.8,1,BallRecovery,Successful,121544,,
2248233919,128,17,1,Valladolid,30.4,77.7,1,Pass,Successful,121544,47.9,59.6
2248233935,129,17,3,Valladolid,47.9,59.6,1,BallTouch,Unsuccessful,402185,,
2248233965,205,17,4,Barcelona,54.3,36.7,1,BallRecovery,Successful,8,,
2248233973,206,17,5,Barcelona,54.4,36.9,1,Pass,Successful,8,45.9,49.3
2248234003,207,17,6,Barcelona,46.2,54,1,Pass,Successful,15,63.1,87.5
2248234017,208,17,11,Barcelona,64.3,91.1,1,Pass,Successful,18,60.3,73.8
2248234023,209,17,13,Barcelona,60.2,73.8,1,Pass,Successful,8,61.7,49.7
2248234029,210,17,18,Barcelona,70.4,53.1,1,Pass,Successful,10,77.6,51.9
2248234055,211,17,20,Barcelona,77.6,51.9,1,BallTouch,Unsuccessful,9,,
2248234041,130,17,21,Valladolid,35.8,28.9,1,Interception,Successful,106868,,
2248234695,131,17,22,Valladolid,32,30.4,1,Pass,Unsuccessful,365371,35.2,33.8
2248234717,212,17,22,Barcelona,75,51,1,Interception,Successful,9,,
